content,score
Aku suka banget pake tonner ini bikin ga kering muka aku dan bisa bikin lembab di muka aku jadi buat kalian yg mau voba bisa banhet buat cobain dan harganya juga terjangkau . ga lupa kasih review twrbaik dari kalian biar aemuanya bisa coba juga,5
"bagus, menghilangkan bruntusan dan jerawat, pertama kali menggunakan toner ini langsung cocok Alhamdulillah, soalnya tonernya juga tanpa alkohol jadi cocok di kulitku yang sensitif ini, pokoknya produk recommended, bagus banget buat ilangin jerawat",5
"Udah ga hitung ini repurchase yang ke berapa karena sesering itu belinya, toner ini cocok banget sebagai hydrating toner di kulit aku yang lumayan sensitif dan berjerawat, cuman sayangnya aku baru sadar dia ada kandung salicylic acid jadi gabisa dipakai bareng produk exfo atau retinol, itu aja minusnya sisanya dia mampu redakan kemerahan dan jerawat",5
pertama kali beli produk ini gara gara diracun sama temen katanya ini toner bagus banget Sampe akhirnya aku beli dan wahh bner bgt se bagus itu yg biasanya muka aku beruntusan semenjak pake ini jadi aga mendingan dan jarang banget ada beruntusan,5
"jujur ini best toner buat aku yg kondisi mukanya lagi breakout, bruntusan auto ilang ga tumbuh lagi, jerawat jugaa ga sering tumbuh, dan of course muka aku jadi jauh lebih lembab. Aku udah pake hampir 7 botol, karena bener bener repurchase terus",5
"a really must have product! ngaruh bgt untuk mengatasi jerawat yang baru tumbuh (kompres pake kapas selama bbrp menit besoknya udah kempes) ngaruh untuk mencerahkan juga sih i guess, sebelumnya aku selalu ganti ganti toner dan nyari yang pas krn kulitku gak bermasalah juga jd aman aman aja ganti ganti toner until i tried this one, never been this satisfied before!!",5
"toner yg ngebantu bgt nenangin jerawat kemerahan aku, ngebantu jg buat mudarin bekas jerawat, wow keren! 😍 uniknya dia ada daun centella asiaticanya yg utuh beda dr brand lain. kalo aku prefer pake nya di diemin lama sampe kering di tempat yg lg jerawatan. 9,5/10 akan terus repurchase 🫶",5
"Salah satu comfort toner andalan aku kalo kulit lagi rewel, bagus banget‼️ Packagingnya secure banget, meskipun cukup besar dan berat tapi produknya anti tumpah atau pecah kalo jatuh. Tipe toner yg cair kaya air dan hampir gak ada wangi sama sekali. Tiap pake toner ini aku lebih prefer buat pake kapas, kerasa hydrating dan gak bikin ada efek panas atau tingling pada saat pemakaian. Super comfy sihh🫶🏻 apalagi kalo kulit lagi banyak kemerahan dia cukup ngebantu banget buat ngecalming kulit. Highly recommended buat para kulit kering dan sensitif✨",5
"Sebenernya udh lama tau produk ini tapi baru sempet cobain sekarang dan ternyataa emg bagus buat hilangin bruntusan atau jerawat di muka, bisa buat kompres bruntusan juga dan besoknyaa lngsng reda. Dan selain itu jg produk ini sering promo trs ada kemasan kecilnyajadi klo ada yg mau coba ky aku bisa beli yg kcl dulu.",5
"npure cica toner ini memiliki tekstur yang water based, gada sensasi &#34;ada minyaknya&#34; cepat meresap, merawat kulit berjerawat serta membuat kulit terasa segar, lembut, dan lembab. toner ini juga membantu meredakan kemerahan pada kulit🤩🫶🏼",5
"Cocok bgt buat yang punya bruntusan dan kemerahan diwajah, dia bisa nenangin bgt! Jd untuk acne prone skin ini tuh cocok bgt, sekalian dia bisa ngehydrate kulit, juga bisa bikin nenangin kulit kita. Ukurannya juga gede jd awet bgttt ini😭🤏🏻 selain untuk toner dia juga bisa km jadiin mask👍🏻",5
"toner pertama yang aku punya dan sangat bagus karna bener-bener mengurangi kemerahan dan memudarkan bekas jerawat, sangat membuat kulit calm dan tidak sensitive, menurut saya cocok untuk semua jenis kulit, pokonya suka bangerttttt🤍🤍",5
"Produk ini sangat nyaman dipakai, di kulit langsung cerah. Aku yang kulit berminyak pake Toner N pure. bener² bagus & cocok, aku udah repurchase 2 kali karena suka banget sama toner ini. Thank you 🤍💞",5
"Awal make ini gak ngarep apaapa,sempat ragu krn gak prnah cocok make toner toneran. Tapi alhamdulillah udah setahun dia ngebantu banget buat nenangin merah diwajah aku plus ngelembapin jugaaaa dan dia isinya banyak banget aku biasa pakenya sebulanan lebih",5
"Bagus banget untuk kulit acne prone, ngebikin kulit lebih calming waktu lagi ada jerawat yang lagi meradang dan pas lagi merah merah super love❤️ lebih bagus lagi kalau ditambah rangkaian npure cica lainnya.",5
"Terlope-lope bgt sm toner iniiiiii, adem enak calming bgtt. Sering aku pake CSM-an, beneran mengatasi bruntusan/jerawatku, kemerahan hempassss, lembab enak bgt huhuuu cinta bgt sm toner ini",5
"TONER KECINTAAANNN <33 udah repurchase berkali kali dan tetep sukaa! dipake setiap abis cuci muka dan abis itu muka berasa lembap lagii, baunya ga mecem-macem dan gapernah bikin breakout juga... justru toner ini bikin bruntusan aku berkurang bgtt++ hihhi lovee!",5
highly recomended bangt!! kayak ini sebagut itu ternyata shock?! buat kalian yng lagi breakout parah bener bener parah cba pake toner ini di jadiin kayak masker beneran ngebantu bangett!!! harus coba pokoknya bagus parah gaakan nyesell,5
"Honest review Cica toner npure benar benar bagus, se murah itu dan sangat worth it, dulu aku banyak bruntusan dipipi dahi dan dagu, skin barier aku juga ga begitu bagus, puji Tuhan aku nemuin cica toner ajaib ini dan cocok sampai sekarang, aku udh repurchase yg kedua ukuran besar… semoga ga semakin mahal ni produk, dan semoga ingredientsnya ga berubah kalau bisa semakin baik dan bagus… thank you so much",5
"pakai ini udah lama bangeeeet entah udh abis berapa botol, aku cocok pakai toner ini, apalagi kalo lagi ada jerawat meradang kemerahan dia tuh ada efek menenangkan, merah-merah jerawat juga mereda. tidak terganti dan akan aku selalu beli lagi 🥰",5
"aku rekomendasi banget produk ini jika kalian memiliki wajah berjerawat, terbukti aku 5 hari rutin pakai toner ini di buat masker pakai kapas menjadi kembes jerawat nya. namun karena lebih cair menurutku lebih nyaman untuk pakai kapas dari pada lngsung ke wajah",5
"Nyesel sih baru coba dan ini untuk pertama kalinya aku coba Npure Cica Face Toner. Membantu meredakan kemerahan diwajah aku, membantu merawat kulit wajah aku yang lagi timbu jerawat, melembabkan juga. aku bakalan repurchase karena suka banget sama tekstur dari tonernya.",5
"Hydrating toner dengan pH balance yang mengandung Real Centella Leaves, 11x Acne Power Fighter, dan",5
"Wajah aku lumayan termasuk sensitif krn gampang perih merah dan juga gatel. Awalnya takut pake toner ini, tapi ternyata BAGUS PWOLLLLL BAGUS AMAYYYY😔 kalo kata ka shasha &#34;owyehhh&#34; bgt dehh toner yang satu ini. Awet, ngelembapin, ngilangin bruntus, redain jerawat menstruasi. Pokoknya bnrbnr top markotop",5
"aku seneng banget dia punya versi 30ml, jadi bisa ramah di dompet di harga 22-25rb 30ml itu cukup 1 bulan. claim dia merawat kulit berjerawat, tapi aku sebagai orang yang ga berjerawat, aku tetep pakai toner ini. karena dia punya centella yang pasti baik untuk kulit. toner ini support buat kulit aku jadi tetep baik-baik aja.",5
teksturnya watery banget. ada fragrance yang lumayan ketara. aku pake sekitar 5-7x tuang cukup menghidrasi kulitku yang kering. selama pake ini jerawat jadi terkontrol dibanding sebelumnya. ukurannya juga gede 150ml worth it dengan harga segitu,5
"Sebagusa ituu,kenapa baru nyoba yaa :’ produk ini yang meredakan breakout aku kemaren2, teksturnya cair banget gaada bau apa2 pokoknya simpel tapi bener2 bikin kulitku tenang dan meredakan jerawat yang lagi marah2, aku pribadi ttp pakai hydrating toner setelah toner ini karena untk melembabkanya aku rasa masi kurang",5
"ini toner baguss banget si di akuu yang kulitnya combination, bikin lembab dan gabikin jerawatan jugaa, selama pake toner ini di aku jadi jarang jerawatan bagus banget deh ini pokonyaa, packaging nya juga oke banget dalemnya ada tutupnya lagi jadi ga gampang tumpah",5
"Tonernya menurut aku sih ini wangi banget ya tapi pas di apply ga begitu mengganggu kok. Cocok banget dipakai pas kulit lagi sensitif, karena bisa calming jerawat jerawat yg radang. Ini teksturnya kayak air banget cepet nyerap tapi kadar kelembapannya sih menurut aku di kulit lumayan lah ga yang super bikin lembab",5
"ok bangettt.. udah repurchase berkali kali, aku ngerasa bikin kulit jadi adem seger, dan bantu memudarkan kemerahan dan bruntusan kecil. wanginya enak, karna ada fragrance. hydrating nya cukup untuk dikulitku yang combination. kadang aku tuang dikapas tipis trus dijadiin masker, itu enak banget 🤤 apalagi kalo tonernya dingin, segerrr",5
"awal pake sempet purging 2 minggu :( mungkin karna masih ada fragrance kali ya ?? but setelah itu aku cocok !! so happyy karna perubahan nya dalam 3 hari uda keliatan bgt <3 pict ke 3 ituu muka aku sekarangg , walaupun bln 100% aku seneng bgtt ^^ jangan lupa ditryyy",5
"bisa di bilang toner kecintaan sejuta umat. so ya, aku mau claim itu bener banget gaiss kalo toner ini sebagus itu malah lebih dari ekspetasi, bahkan bpk aku aja suka bgt sama toner ini dan selalu repurchase. gemeyyy bgt toner ini karena ada daun centella asiatica asli. texture nya lumayan watery, aku kadang suka pakai kapas aplikasi nya buat ngecalm in kemerahan kulit ku dan kemerahan nya pun reda. pakai toner ini muka ku jadi calm bgt bgt, dan juga lembab. so i recc u to buy!",5
"Toner sejuta umat nih🤩 Jadi waktu itu mau beli ini karena wajahku break out, banyak redness, beruntus, dan dry spot gitu karena ga cocok sama suatu moisturizer. Aku beli deh atas review orang-orang dan langsung kujadiin csm. Konsistensinya cair kayak air, bening kehijauan dan wanginya kayak natural daun2 gitu. Terus boom! beneran dong redness langsung berkurang banget dalam semalam. Kayak 40% nya deh. Tapi dry patchesnya ga bisa dia ilangin karena kurang melembabkan. Akhirnya aku repurchase deh karena bagus bgt🤩. Tapi biasanya aku pake ini malam, karena lumayan bikin oily",5
Npure ini salah satu peoduk must have soalnya kulit ku cenderung sensitif dan sering kemerahan dan kalau sudah pakai npure toner ini kulit wajah ku langsung membaik dan cukup melembankan bisa dijadikan she mask dan isi per kemasaran lumayan banyak dan aku pakai 2 bulan baru habis aku pakainya 2x sehari,5
"sudah berapa botol ku pakai produk ini dan sangat recomenden untuk di pakai sehari hari, saat di gunakan after tesnya lembab dan ringan untuk dipakai palagi saat berjerawat di pakai memakai kapas lalu di kompreskan di muka, dan aromanya tidak menyengat",5
toner tercalming banget karena sudah ada centela asiaticanya jadi muka terasa tenang sekaligus lembap. apalagi ada daun-daun nya yang bikin si tonernya keliatan unik banget. cuma ga cocok di mukaku karena gada perkembangan jadi gue ga repurchase lagi,5
"hanya produk ini yang bener bener bisa meredakan jerawat, kemerahan dan melembabkan dan paling enak digunakan setelah cuci muka sewaktu muka lg kering keringnya setelah cuci muka dan karna itu juga saya jd repusches berkali kali, love bgt",5
"pertama kali nyoba make toner dan ternyata aku se-lucky itu dapet yg cocokk😭 bagus bgt aslii buat calming jerawat yg mau kemerahann dan baru mau muncu, radang2 di muka langsung terhempas semuaa pdhl cuman di totol2 malemnyaa, eh paginyaa lgsg ademm wajahnya😭 debess bgt dehh pokoknyaa❣️🤍❣️❣️❣️",5
"pakai npure menurut ku untuk harga segitu lumayan worth it karena selain isinya banyak, ringan banget dan benar-benar menghidrasi wajahku setelah cuci wajah. udah repurchase ntah ke berapa kali. udah paling cocok pake toner npure mantap",5
"Teksturnya cairr tapi nge hydret, baunya harum banget lagiii, ada centella nya didalemm, awalnya ga ngerasain ap2 si tapi lama kelamaan pas di skip kerasa banget beda nya , packaging ny udah upgrade jadiny ga gampang tumpah mana murah lagiiii love worht it",5
"Toner yang sanagt bagusss , bisa meredahkan memerah di muka , memudarkan bekas jerawat , mengempeskan jerawat dan jujurly sangat berguna banget dan lovee banget sama toner npure , suka jga krna udah ada travel sizenya bisa di bawa kemana-mana",5
"Saya sangat suka dengan Toner Npure sangat cocok untuk kulit wajah saya yang acne prone skin, sangat ringan dan tidak membuat kulit wajah menjadi kering. Setelah penggunaan toner npure kulit wajah saya menjadi lebih cerah dan tidak kusam lagi.",5
"Pertama liat ini di tiktok dan sampai sekarang secibta itu pokoknya aku selalu nyetok , dari aromanya teksturenya sangat suka apalagi pas udah dipake ada sensasi fresh dan dingin dan bener bener bikin wajah freshh dan masalah kulit lainyya teratasi",5
udah hampir 7 botol pake produk ini karena sesuka ituuu!! bener bener sesuai claim yang super hydrating. Cocok banget untuk kulit oily dan acne kayak aku. Kulit jadi ga gampang bruntusan dan udah ga gampang jerawatan lagi. Ga pernah ganti toner lagi jadinya 💚,5
selama pemakaian produk toner dari Npure ini dapat membantu menghidrasi dan membantu menenangkan kulit serta merendahkan kemerahan ketika saya sedang tumbuh jerawat. dan dari aroma dan tekstur tonernya membuat kulit terasa segar seharian.,5
"Jujur, awalnya ragu ragu buat cobain produk ini. Takut over claim gitukan. Tapi aku yang si acne fighter merasa tertantang untuk nyobain produknyg katanya best sellernfor acne skin prone. Jujur setelah mencoba selama 2 mingguan, jerawat aktif aku jadi lumayan kempes dan yang terpenting tidak membuat jerawat saya beranak pinak ( yang kulitnya rewel pasti akan ngerti reaksi awal kulit yang yg cocok sm produk ) alhamdulillah ini bisa jadi salah satu solusi utk calming my acne prone skin klo lagi kemerahan. Biasanya aku kompres pakai cotton. Surprisingly toner ini bener ampuh buat acne. Love it !",5
"tentu saja tekstur yang diberikan pada toner npure ini cair, ada aroma khas yang dikeluarkan, harganya sekitar 95-100 ribu yang botol besar, jika ingin mencoba dulu gunakan botol kecil dengan kisaran harga 25-30 ribu, saya menggunakan prduk ini sudah sebulan lebih dan hasilnya memuaskan, mengurangi bruntusan",5
"toner terbaik karena ada cica salicylic cocok untuk semua jenis kulit, dapat menenangkan kulit wajah, wangi nya enak dan dapat melembabkan kulit , meredahkan jerawat kemerahan . cocok untuk pemakaian sehari hari pemakaian pagi dan malam hari",5
"saya telah memakai produk toner ini selama lebih dari 6 bulan dikarenakan saya tidak terlalu sering memakai skin care, produknya bagus dan cocok untuk muka yang kombinasi seperti saya yang terkadang gampang berminyak dan gampang kering",5
"This toner so very goodd, mngandung centella asiatica yang sangat bagus untuk kulit berjerawat dan suka kemerahan. Biasanya aku pakai siang dan malam dan biasa juga aku pakai metode CMS dan jadi facemist donggg yang redness jadi lebih calm",5
"pas pertama kali beli kirain teksturnya rada kental tapi ternyata cair dan light bgt di kulit kayak berasa pakai air, untuk calm bagus sih, hydrating juga .Penyelamat bruntusanku. Ada jerawat mendem, besok minggat tanpa izin. Paling suka di pake CSM-an pake kapas silcot. Perfect combo emaaaangg. Udah gak mau ganti2 toner lagi pokoknya",5
"sebelum pake toner ini muka aku gradakan banyak bruntusan dan whitehead nya. setelah pakai produk ini muka aku jauh lebih bersih dan lebih mulus, menyesal baru berani coba di bulan desember kemarin. hasilnya nyata, whitehead aku sudah gak terpampang nyata.",5
"Teksturnya cair, ringan dan warnanya kekuningan. Ada aromanya yang lembut dan enggak mengganggu. Yang paling terlihat setelah rutin pakai toner ini adalah kulit terhidrasi dengan baik. Kulit jadi kenyal dan kemerahan juga mereda. Membantu meredakan jerawat yang meradang, kalau dipakai dengan cara CSM. Toner ini jadi salah satu toner favorit aku.",5
"Aku sukaaa bgt sama hydrating tonernya Npure yang Cica ini, selalu CSMan kalau pakai Toner ini karna bikin lembab sama calmingin wajah. Di dalamnya ada daun Cicanya gitu. Udah pakai 1 botol tapi belum repurchase lagi. Teksturnya ringan bgt kaya air bukan yg tipe Toner Kental bangettt tp tetap ngasih hidrasi kok",5
"100000/10 ... kenapa ? KARENA SEBAGUS ITUUUUU, GAK TAU LAGI, ini kali kedua aku pake NPure toner, sebagus itu buat redakan kemerahan, bantu kempeskan jerawat, dan bikin wajah jadi lembut dan lembab... meskipun kulitku berminyak, diwajahku justru kasi efek lembab yg sehat & sedikit glowing, tapi lebih glowing pas bangun tidur, kek tiap pagi lihat progres kulit wajah yg makin bersih & sehat itu nyenengin banget ❤️❤️ amat sangat aku rekomendasiin",5
"Pertama kali coba pas lagi bruntusan parah, setelah sebulan wajah jadi mulus lagi. Ringan, ga berbau, dan segar. Sampai sekarang ga ganti-ganti toner lagi karena gada yang senampol ini buat hempasin jerawat dan ga bikin breakout. Best dehh",5
"Aku beli ini di shopee mall beli harga 90k, awal pemakaian bikin kulitku calm, melembapkan juga, tapi buat meredakan kemerahan kurang terlalu berefek sih di aku. Sebenernya produk ini tuh bagus tapi mungkin dikulitku kurang cocok",5
"Yang suka CSMan bakal suka produk ini sih! Anyway udah beli produk ini dari lama tapi lupa mau pakainya, akhirnya aku rutinin pakai toner ini, teksturnya kaya air, wanginya seger, calming. Aku suka toner ini buat csman sih, berasa wajah jadi lebih seger. Dibotolnya juga unik ada daunnya. But buat kalian yang kulitnya super dry dan butuh kelembaban lebih, sepertinya toner ini masih kurang ya. Just kalau pengen seger aja you must try produk ini. So far aku masih yes.",5
"udah repurchase ini berkali kali, harga sangat affordable, kualitas mantep!!! sangat ngecalming muka, cocok untuk muka yg sensi dan bandell.. sangat mudah meresap, tekstur cair, gk ada bau yg annoying 🫶🏻 cinta bangetlah sama toner satu ini",5
"Baru pake produk ini setelah beberapa tahun release, ketinggalan banget si, tapi ga papa. Ini toner cair pertamaku setelah bertahun tahun pakai essence toner, biasanya ku pake 2-3 layer kalo malam dan selayer kalo pagi. Efek calmingnya ada, packagingnya cukup menarik tapi tidak estetik karena daunnya hancur wkwk gapapa si kelihatan pure, harganya juga affordable sering banget diskon di t*kt*k ,isinya juga banyak banget dengan harga segitu, overall good.",5
"Teksturnya cair mirip air, ringan banget, harumnya fresh, menyegarkan dan ada daun cica di dalamnya. Setelah rutin pakai, setiap mau muncul jerawat, ga jadi. Cocok untuk yang mau sat set alias cepat menyerap. Sebagai mahasiswa yang harus berhemat, npure ini ekslusif untuk aku. Calming and comforting my skin.",5
"Toner teraman sejuta umat, isinya banyak dan harganya masih affordable. Di pake di muka adem gak ada perih perih. Salah 1 toner andalan sejauh ini sih, kalo abis make kayak bikin calming terus gak ketarik dan gak bikin muka jadi kering. 8,5/10",5
"diskon lzd membuatku check out si mungil ini dan sebenernya jg udh dari lama pengen coba tp takut ga cocok ehh ternyata cocok gais di aku, gabikin kering muka wanginya juga ga ganggu, anyep2 pas dipake hahaha. isi 30ml aja awet lama loh karna pemakaian secukupnya kayak 3tetes udh buat semuka basah 🤩",5
"Cocok di aku yg kulit kombinasi, cocok buat nenangin kulit memerah dan mengurangi jerawat. Gak ketergantungan, walaupun diberhentikan pemakaian. Aku udah pake dri 2021 sampe skrng. Secinta ini toner.",5
"Awal coba beli yang travel size dulu, eh taunya cocok berani beli deh yg full size bikin jerawat cepet kempesnya dan wajah jadi calming... oya saran aku pakainya dg cara CSMan gtu, jadi dipakein kapas terus di tempel ke wajah. Toner ini cocok utk kamu yg lagi cari product utk metode CSM... Repurchase? Yesssss!! 9,5/10 love it!",5
Gilaaa bagus bangettt toner yang bantu aku pas lagi breakout jerawat malem yang mau tumbuh tiba tiba kempes pas dikompres pake toner ini udah pembelian yang ke 3 tetep secintaa itu sama toner npuree harganya juga murah,5
Rekomen buat yang kulit nya acne terus juga sensitif bagus bngt pokoknya solusi klo lagi jerawatan cepet kempes juga jerawat nya intinya bagus bngt toner nya rasanya pas di pake adem bangat di kulit tekstur nya yg cair bikin cepet nyeresap ke kulit,5
"Pliss ini produk bagus banget untuk kulit berjerawat dan berminyak,membantu membersihkan wajah dari sisa sisa kotoran,menyamarkan bekas jerawat,mengurangi beruntusan,meredakan kemerahan,menghidrasi kulit,mencerahkan wajah",5
"toner buat kulit rewel yang lagi sensitif dan beruntusan, bisa banget pake produk ini karna bikin calming, cepet nyerep dan ada centella asiaticanya, harga nya murah meriah dan bisa didapetin di ecom mana ajaaa, ada ukuran travel sizenya",5
"wahhh produk sangat bagus sekali , dapat membersihkan kotoran kotoran atau debu debu setelah bepergian jauh pokonya suka sekali dengan produk ini, recommended untuk semuanya dan yang baru mau coba juga sangat recommended pokoknya buruan cobaa",5
"Toner kesayangan akuuuu! Especially kalo kulit lagi rewel bgt, pas lagi pms atau lagi sensi sensinya. Utk calming and shootingnya 100000% works bgt guysss. Dan toner ini hybrid sama essence. Jadi gaperlu beli produk essence lagi kalo udh pakai produk ini yaa guysss",5
"pertama kali liat di tiktok saya coba ketika muka saya brekout parah lalu ternyata toner ini sangat ampuh dan membantu bagi wajah saya yang breakout parah,terimakasih telah membantu mengurangi rasa insecure yang saya rasakan ketika breakout",5
"siapa yang gatau sama produk yg viral ini, tonernya bikin calming, cocok juga buat yang kulit sensitif... buat yang pemula jangan takut, pokoknya bisa coba dluu ajaa 2-3 hari sekali pemakaian, setelah itu kalau udh terbiasa boleh dipakai setiap hari yaa",5
Produk jni pertama kali saya beli di brand nya langsung awalnya karna kepo tapi ps lit kandungan dari produk ini kaget ternyata klo bakalan di play eajah tuh sangatt cocok apalagi klo kulit yang oilyy banget tapi cocok juga buat yang kulit kering loh harus rutin yaa make produknyaap,5
"bagus banget buat calming, lucu juga ada daunnya gitu di dalamnya. dulu awal awal beli harganya 90 ribuan sekarang banyak di e-commerce cuma 70 an. jadi must try banget, bener bener worth karena secalming itu, apalagi buat kompres jerawat. cocok di aku, aku harap cocok di kamu",5
"Pakai npure toner udah hampir setengah tahun dan hasilnya memuaskan, suka bangetttt, yang awalnya aku suka bruntusan setelah pakai npure toner ini jadi jarang banget bruntusan. Recommended banget untuk yang acne-prone skin dan oily skin!",5
"aku pakai sudah berbulan bulan dan sangat cocok bgt utk ke segala jenis kulit, calmingnya adem bersih worth bgt. aku udah repurchase terus krn menurut aku enak aja aku pakai sudah berbulan bulan dan sangat cocok bgt utk ke segala jenis kulit, calmingnya adem bersih worth bgt. aku udah repurchase terus krn menurut aku enak aja",5
Bagus banget buat kulit yg jerawatan. Aku suka juga pake ini buat kompress jerawat yg lagi mateng besokannya langsung redaa hehe. Untuk harganya juga masih affordable karena satu botol toner bisa buat 3bulan. Worth to try pokoknyaaaaaaa,5
"first time, pake toner npure pas apply ke muka enak banget, cepat meresap, dan pas bangun tidur muka jadi lebih fresh. ini baru pake selama 5 bulan muka jadi lebih lembut, jadi lebih lembab, pokok nya klo di suruh re purchase pasti mau beli lagi",5
pertama kali cobain ini dannnn its work on me. beneran sebagus ituuuu. se canggih gituu. gue pake di malam hari for night menu and in the morning my skin benerannn plumpy bangettttt. ada cerahnya but the most important is kenyalll bgttt beneran kulit jadi enakkk bgtttt. thx JxB,5
"toner ini enak, pertama pakai ga expect apa apa tapi ternyata cocok di aku dan tidak menyebabkan jerawat. daaan enak, adem. cocok dipakai sebelum makeup atau sebelum tidur biar wajah tetap lembab dan terawat hehehe. sika banget pokoknya sama npure!!!",5
"Tonernya sangat membantu aku dengan permasalahan berjerawat parah,tekturnya juga sangat ringan di wajah, jadi sangat membantu untuk acne fighter seperti aku, dan bisa mengurangi kemerahan di wajah ku,, harus banget nyetok produk ini",5
"pertama kali mengenal dunia perskincarean ini, toner paling pertama saya pakai dan coba, dan hasilnya bagus banget. bruntusanku hilang dan kulitku juga jadi halus. teksturnya cair dan aman banget untuk kulitku yg kombinasi dan sensitif.",5
"Comfort toner bgt, kalau punya kulit sensitive cocok banget pake ini ga nimbulin purging aman-aman saja di kulit kita. Repurching pasti banget karena emang bagus produknya dan murah apalagi kalau lagi flashsale best deal bgt dehh buat stock:)",5
"pake toner npure udah hampir 3tahun dan suka banget. Kejadian nyata dan gak nyangka pas lagi jerawat radang, terus aku kompres. Dan pas liat ke kaca, kageeeeet banget. Jerawatnya kemanaaa? hilaaang dong. Beneran gak ada kemerahan lagi dan udah kering",5
cepet ngurangin jerawat yang toner centelanya. dan seat masknya bikin lembabin muka dan bikin cerah juga enak dipake. banyak brand brand ternama yang sama classnya tapi tetep lebih bagus sih buat atasin jerawatnya itu. pokonya keren dah,5
"Npure toner ini kandunganya udah ga diragukan lagi, bener bener bermanfaat buat kamu yang kulitnya sensitif dan mudah berjerawat kombinasi ini sangat berguna, karna dia bisa meredakan kulit kamu yang gampang ngambek, sangat worth to buy",5
"produknya bagus banget, mudah meresap dan cocok untuk kulit berjerawat. recomended untuk semua jenis kulit, gampang didapatkan produknya dan suka banyak promo juga di e-commerce. suka banget dan aku udah beli 3x karena sebagus ituuuuuu",5
"Membuat kulitku lebih calm, kalo ada beruntusan suka ku buat jadi masker di kapas. Buat lembab wajahku. Untuk harga sering promooo buy one get one yang kecil 30 ml. Untuk baunya gak berlebihan, enak. Lebih suka tutup yang nempel di botol 30ml. Jadi gak jatoh2",5
"menggunakan npure yang ada daun nya didalam botol. bagus untuk muka berjerawat dan meredakan jerawat, membuat wajah lebih adam, kenyal. bisa digunakan setiap pagi dan malam hari. bagus untuk kulit yang berjerawat karena mengurangi jerawat",5
"aku sukaa banget produk inii, karna bisa ngehilangin bekas2 jerawat aku yang membekass dan ampuh bangett buat ngatasin jerawatt yang mau muncull.. aku review ini karnaaa emng sebagus ituuu produk nyaaa dan ramah banget di kantong mahasiswa",5
"Awalnya iseng beli yg kecil dulu karena rame di mana2 dan kebetulan kulit aku lagi sensi banget dan muncul jerawat banyak:( Eh, berakhir cocok banget dan repurchase lagi yg ukuran gede. Dia teksturnya cair banget kaya air, tapi ajaib ngga kering dan lembab di kulit. Warnanya agak ijo dikit, baunya seger daun2 gitu, dan unik banget ada daun centella nya asli di dalam botol (khusus yg ukuran besar). Pas dipake di kulit yg ada jerawatnya berasa cekit2 gitu, tapi bisa redain kemerahan dalam semalam!! Suka bangett😍 Toner ini jadi penyelamat kulit yg lagi banyak jerawat, kek jadi booster biar cepet sembuh. Kerennnn, very recommended💯",5
super calming toner dan cocok banget di aku yaaa karena baguss bangett produknyaa kamu hatis cobain dehh pokoknyaaa nanti yaa aku cobaa produk inii nagus banget bnaget bangettt bangettt bangett bangett bangettt bangett bangettt bangettt,5
"Udah abis 2 botol pake toner npure ini aku terhitung telat nemuin toner bagus buat hidrasi di kulit berjerawat. Tonernya cair kalo pake ini lebih suka dipakein ke kapas lalu diusap ke wajah, ngga ngasih efek yg gimana gitu menurutku tapi enak aja gitu setelah pake ini lanjut ke step berikutnya tuh enak di kulit dan yg paling aku suka ini ga bikin mukaku jerawatan lagi kalau ada bruntusan cepet ilangg",5
"Aku sebenernya pengguna NPURE sebelum viral kayak sekarang karena toner nya ringan dimuka dan bisa kompres jerawat!!!! Jujur sih ini emg the best coba sering kompres kulit kamu biar jerawat bruntusan hilang, apalagi yg habis treatment setelah 2 hari pake ini mantuls",5
"produknya enak banget dipakai kalau lagi muncul beruntusan, tinggal di kasih kekapas terus di kompres ke bagian yang beruntusan atau kemerahan, besoknya langsung mendingan banget, agak kering dikulit, jadi habis dipake, jqngan lupa pakai moisturizer kesukaan kalia",5
"Toner termurah dan ter debest bngt dah ,wanginya enak teksturnya juga gk lengket ,bikin seger juga ,kotoran sisa dari habis cuci mukaa juga lsng keangkar sama ini toner ,udah berapa kali beli mulu selain harga murah isinya juga banyak …rekomen deh",5
lucu deh ada kaya bunganya di dalemnyam tonernya encer bgt jd make dikit jg enak. ga lengket. awet sampe udh mau expired lagi. di kulit aku cocok gaada masalah berarti. wanginya juga aku suka. jadi ini sangat rekomended buat yang g suka toner lengket,5
"toner yang cocok banget buat hydrating karena teksturnya cair, dan buat yang suka csm pake kapas ini cocok banget, dia juga meredakan bruntusan di aku dan jerawat jerawat kecil sama kemerahan. udah repurchase kedua, dan bakal beli lagi sih, harganya juga worth it dengan ukuran yang lumayan besar",5
"suka banget sama toner npure, berkali² beli karena secocok itu buat kulitku yg gampang jerawatan. karena npure toner ini bikin calming wajah jadi seger dan membaik jerawatku, bagusnya dia ada daun centela asiaticanya!!! mantep pol npure. luv",5
toner yang cocok untuk pemula karena ringan dan aman untuk semua jenis kulit. kandungan centellanya berguna untuk menghidrasi kulit. di kulit yang berminyak toner ini membantu untuk mengurangi minyak berlebih dan menjadikan kulit agar tetap terjaga kelembutanya,5
