Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
287,0,0.6563,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sizenya nyerep murah mana rewel calming nya sensitif harga buat asiaticanya centella cepet bikin beruntus kulit pakai banget travel toner produk ukur,Penggunaan Produk,1
288,1,0.6198,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",free nyengat mini kyk air ttp dipake serum biasa dapet affordable lembab recommended size resap cair nyaman wangi layer gampang bagus emang nya csm prone tekstur harga buat kali wajah cepat ringan enak merah beli bikin pas banget bantu cukup toner utama,Kualitas Produk,1
289,0,0.6212,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",mikir belum masuk semua bilang besok awal waktu bakal sama sih gede repurchase makin keluar bagus banyak sensitif acne buat kalau cocok nyata tonernya nyoba kulit jerawat,Penggunaan Produk,0
290,0,0.5026,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kasi mahal si dipake soal mungkin bulan ngurangin wangi calming cuma awet bagus hidrasi tekstur harga buat kalau enak merah jadi kering bikin kulit banget cukup kurang jerawat,Penggunaan Produk,0
291,2,0.7418,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",ninggalin centela apply bekas dong sedang fresh hydrating try sih area cuma kempes coba pernah best in ringan muka deh bikin npure pas banget toner kompres jerawat,Pembelian Produk,0
292,0,0.4256,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",mix ingredient niacinamide strong bawa transparan fyi khawatir fragrance hijau bening warna soothing dalem rasa kayak tutup bagi packaging texture luar biasa sama acid tea green lembab beberapa botol extract terlalu layer lama nya sensitif asiatica watery tekstur ml asli daun cica buat ku cocok centella jadi sangat kulit npure pakai kemas toner,Penggunaan Produk,0
293,0,0.7306,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ngatasin sedang bakal lembab bulan masalah paling terus lebih buat cocok benar merah muka bikin kulit pakai banget toner kurang jerawat,Penggunaan Produk,0
294,0,0.6578,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",melembabkannya tingling tiap rasa padahal bagi sedang nenangin kata bulan kapas selalu kasih pakenya mau sensitif tenang an tuh baru wajah perlahan tonernya centella tarik merah beli muka efek hari kulit pakai banget hilang toner kompres,Penggunaan Produk,1
295,0,0.7596,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ajar kaya nenangin bakal repurchase bau kantong ramah lama bagus it worth harga buat enak merah bruntusan muka deh breakout kulit pakai banget produk,Penggunaan Produk,1
296,1,0.4965,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",cara ampuh langsung pagi besok sama sukaa resap cair wangi kempes segar tuh tekstur pokok buat ku wajah cepat enak tonernya jadi deh bikin pakai banget toner jerawat,Kualitas Produk,0
297,2,0.5565,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",somehow gatel kyk air padahal bagi sedang waktu iritasi nya asa tekstur loh sering kalau ringan enak tonernya efek beneran npure banget reda produk,Pembelian Produk,1
298,1,0.5596,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",masuk bakal mungkin sama ngaruh habis oke sih gede resap mudah cair ngilangin wangi bagus hidrasi tekstur harga buat kalau lumayan kandung merah beli kulit cukup produk ukur,Kualitas Produk,1
299,2,0.5867,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",wa jidat timbul isi make sayang langsung awal sama banyak cocok jadi jerawat produk,Pembelian Produk,1
300,2,0.3922,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",gw stop tidak harap kek hype si lanjut lucu muncul waktu kecil sama real jujur beberapa terus lama apa lebih cicanya daun tarik merah jadi bikin hari pakai pas banget jerawat,Pembelian Produk,0
301,0,0.9038,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",harap ngelembabin beda jangan butuh si kaya soal waktu kata biasa cair nampol terlalu emang coba mau asiatica lebih tuh ku kalau centella beli deh kulit pakai toner,Penggunaan Produk,0
302,2,0.5084,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",strong kuat calmingnya barrier at turut minggu mikir up rasa jarang so skincare all salah awal sama jujur besar wangi terlalu but sensitif lebih tuh loh buat ku kalau nyata skin its merah jadi muka efek kulit pakai banget jerawat produk,Pembelian Produk,1
303,0,0.4406,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",blg fungal idk cek claimnya stop gatel sempet rasa kayak make gara tahu lanjut dipake langsung sumpah to satu salah malah bakal beberapa sih depan dulu terus apa mau bingung acne buat cocok kali pertama baru benar kandung jadi bikin hari kulit pas banget kurang,Penggunaan Produk,0
304,0,0.5262,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sold kalem berat hati kaya sm skincare huhu product sama coba nya lebih buat ku cocok kali pertama centella kandung bruntusan bikin npure banget toner jerawat,Penggunaan Produk,1
305,0,0.4937,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",wa lanjutin purging lupa minggu tahu bagi langsung soal lah product malah mungkin biasa sama bulan mendem cobain keluar emang mau sering cica buat ku kalau cocok kali pertama kandung jadi deh kulit npure pakai pas toner jerawat,Penggunaan Produk,0
306,1,0.5203,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",gtu jga minggu jidat mikir kayak muncul serum awal aktif mana mendem sih terlalu banyak mau cocok nyata kandung bruntusan pakai,Kualitas Produk,0
307,0,0.3945,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",gatau series ngelembapin jatuh cinta satu sama oke resap mudah cica buat cocok wajah enak tonernya muka npure banget toner,Penggunaan Produk,1
308,0,0.9199,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kira purging harap sedih ninggalin bangettt kusam like abis bekas this lanjut muncul tambah product malah ngaruh tetep cerah terus kempes lama pokok and bikin pakai jerawat,Penggunaan Produk,0
309,1,0.5723,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",dikit nyengat rasa bilang soal lokal lembab lengket beberapa sih ngecalming wangi bagus seger tekstur baru benar bikin efek hari kulit pakai pas produk,Kualitas Produk,0
310,0,0.5978,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",glowing untung mahal rasa susah oke makin kalian dulu cari prone acne harga buat cocok jadi muka bikin kulit npure banget toner,Penggunaan Produk,1
311,0,0.521,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",harap panas padahal si malah mungkin sama nya sensitif lebih cocok pertama wajah centella merah jadi kulit npure pakai pas,Penggunaan Produk,1
312,2,0.6828,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",harap kamu lucu awal try must sekarang dulu calming cuma bagus banyak an worth harga dalam daun buat cocok benar beli jadi banget kompres jerawat,Pembelian Produk,0
313,0,0.5293,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",yaa bgtt nyaman sekarang dehh akuuu bagus nya sensitif acne buat in kulit npure banget toner produk,Penggunaan Produk,1
314,0,0.5198,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kombinasi henti cinta sampe nenangin walaupun dari sekarang buat cocok merah kulit pakai toner kurang jerawat,Penggunaan Produk,0
315,1,0.6136,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",mundur maju padahal viral nyobain resap cair dulu terus tekstur buat kalau lumayan baru cepat nyoba merah cepet kering bikin kulit pakai kompres kurang jerawat,Kualitas Produk,0
316,0,0.5582,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",baguss sengaruh kaya oily sukaa apa suka cocok skin bruntusan beli ilang beneran kulit npure pakai banget,Penggunaan Produk,0
317,1,0.7143,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",baguss bandel kaya cerah efektif ngempesin bau calming terus lebih an csm prone acne seger watery tekstur buat skin enak jadi muka bikin efek kulit pakai banget jerawat,Kualitas Produk,1
318,1,0.5011,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",sakit biasa kapas resap cair atas mata jg tenang tekstur wajah cepat merah kulit bantu toner kompres jerawat,Kualitas Produk,0
319,0,0.9559,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",lembab tetep lengket bulan radang super rutin masalah suka it worth ku ringan muka pakai banget jerawat reda,Penggunaan Produk,0
320,0,0.791,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",lupa moisturizer mending bagi dipake langsung besok muncul habis kasih terus tinggal suka kalau enak merah jadi kering beruntus kulit pakai banget kompres produk,Penggunaan Produk,0
321,0,0.4811,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",lanjutin positif gtu pdhl harap sempet fragrance sayang padahal parah hati sm huhu review walaupun malah lengket cair wangi bagus banyak nya sensitif baik tekstur cocok nyata pertama bruntusan beli jadi sangat pakai banget toner jerawat,Penggunaan Produk,0
322,0,0.7205,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",relax exfo fungsi berat make biar hehe mungkin hydrating habis sensitif kalau wajah jadi deh kulit toner,Penggunaan Produk,0
323,0,0.9711,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",work night jxb bgttt me is gituu malam the se cerah cobain kasih terima but bagus kali pertama for and skin my its in on jadi hari beneran kulit pakai,Penggunaan Produk,1
324,0,0.5897,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pikir stop calmingnya sempet fragrance kan takut gituu kaya sm hydratingnya tambah bangett awal serasa malah oke yaa dehh kasih wangi dulu redness calming pipi coba suka tuh ku kalau cocok enak bruntusan deh breakout kulit pakai pas banget kurang,Penggunaan Produk,1
325,0,0.6241,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",stop shopee jidat wkwk mini isi hihi putus kemudian racun better balik semua orang takut full skincare langsung muncul out break tambah satu salah awal malah ngaruh temenku size sih kasih masalah nama terus bagus bukti banyak ml harga cocok lumayan nyata and wajah lihat beli jadi akhir hari beruntus kulit npure pakai memang toner jerawat produk,Penggunaan Produk,0
326,1,0.7988,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",calmingnya unik cekit hijau warna rasa step skincare lanjut tambah sedikit sekali aktif cair makin wangi botol kena tenang asa tekstur dalam daun asiaticanya centella jadi kulit toner jerawat,Kualitas Produk,1
327,0,0.9579,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bahan malam oily pagi cerah aman melembabkan rekomendasi suka lebih buat cocok wajah kering sangat hari kulit npure pakai toner jerawat,Penggunaan Produk,0
328,0,0.5618,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",minggu sempet wkwk make abis sayang kaya muncul serasa biasa nya cocok kali pertama wajah bruntusan jadi pakai toner jerawat produk,Penggunaan Produk,0
329,2,0.605,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",bkin isi jdi plus tumpah dipake out break tambah maybe lokal aman versi repurchase apa asiatica suka light daun buat skin enak centella beneran toner,Pembelian Produk,1
330,0,0.498,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",signifikan dikit solusi ada cara sengat unik fragrance jauh isi better hype dalem mahal balik semua jenis bukan tahu gin the bahkan punya daily review biasa lokal beri lembut jujur tetep recommended sih moga kasih terus bagus banyak mau nya sensitif suka hidrasi worth harga bintang buat kalau skin bikin efek kulit npure pakai banget cukup memang toner produk,Penggunaan Produk,1
331,0,0.9318,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",malam mulai cerah metode selalu botol atas guna csm kadang wajah merah muka sangat pakai bantu kurang,Penggunaan Produk,0
332,1,0.7862,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",nyengat semua air cium sampe bahkan love sumpah sensitive mudah cair sekarang wangi dulu suka acne tuh aroma tekstur loh pokok kalau and skin my serap kulit npure banget friendly toner produk,Kualitas Produk,1
333,2,0.493,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",gatel top masuk ngelembapin redain takut satu awal kata dehh ngilangin perih awet gampang bagus sensitif pokok kalau lumayan nyata wajah merah pakai banget toner jerawat,Pembelian Produk,0
334,1,0.4587,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",gtu glowing hilangin jugaa bekas jangkau love awal sama bersih jg terus bagus emang coba harga buat kalau jadi muka deh pakai banget jerawat produk,Kualitas Produk,1
335,0,0.6957,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",promo jdi murah liat tiktok out awal bulan cerah hasil jg terus coba suka lebih aroma watery tekstur harga cocok and its wajah beli jadi pakai kurang,Penggunaan Produk,1
336,2,0.5628,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",cuci hype kondisi sedang ikut awal waktu habis sih tahun repurchase hasil bagus banyak lebih kalau nyoba benar jadi muka deh kering breakout kulit pakai banget hilang,Pembelian Produk,0
337,0,0.9352,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",dua sembuh lembab radang lama guna lebih cocok jadi muka kering kulit pakai jerawat produk,Penggunaan Produk,0
338,1,0.7504,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",preloved signifikan somehow ubah tadi harap tentu sebenernya lembabnya sih bau but mau lebih nyata enak muka kulit toner klaim produk,Kualitas Produk,1
339,1,0.913,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",putih strong tuang minus mini bening warna bukan far so angkat kotor kapas bau melembabkan coba cocok baru serap cepat enak tonernya jadi muka cukup toner,Kualitas Produk,0
340,0,0.5166,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pasti hilangin produksi nenangin habis cerah botol bagus nya asiatica buat minyak wajah centella kandung merah bruntusan bikin banget toner kurang,Penggunaan Produk,1
341,0,0.4974,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",mask bgttt jadiin punya nenangin sekali gede awet prone acne tuh buat cocok skin wajah merah bruntusan jadi bikin kulit banget toner ukur,Penggunaan Produk,1
342,0,0.5349,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bangun rasa lembabnya rekomen butuh malam pagi satu waktu hydrating ngempesin sih cobain kapas cair aplikasi lebih tekstur buat enak kering kulit pakai banget bantu toner jerawat,Penggunaan Produk,0
343,1,0.9605,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",jodoh sorry niat shopee so ttp dipake kecil versi sekarang makin csm buat pertama lgsg merah bruntusan beli akhir kulit npure pakai toner,Kualitas Produk,0
344,1,0.4718,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",sempet gemes negatif reaksi bakal lembab repurchase hasil botol calming layer terus lama nya suka an csm tekstur daun cica buat ringan enak sangat kulit npure pakai banget toner,Kualitas Produk,1
345,2,0.5422,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",biji lanjutin kalem jga ngerasa tiktok ttp tpi sedang awal tumbuh sih bau kena cuma lama suka tuh cocok nyoba beli jadi efek pakai jerawat,Pembelian Produk,0
346,0,0.7335,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",stop gatel bangun sempet cuci abis doang padahal tahu skincare tidur kemarin bulan size sih nyaman pakenya terus coba temen cari ml buat kalau minyak cocok kali pertama merah beli muka sangat kulit pakai banget toner kurang jerawat produk,Penggunaan Produk,0
347,0,0.9678,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",maju paraben perlu yes sehat jauh nemu mahal brand skincare luar product sekali repurchase calming alkohol lebih buat kali pertama benar kandung beli jadi kulit ukur,Penggunaan Produk,0
348,0,0.4661,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",boros blg stop obat soothing dokter calm parah bukan iseng tahu kondisi oily bahkan sedang pagi muncul sembuh sama se jujur affordable habis super dari sih cobain metode cair terlalu pakenya jg gampang lama pernah sensitif suka csm prone acne aroma tekstur harga wajah beli jadi cepet hari kulit pakai banget cukup memang toner jerawat produk,Penggunaan Produk,0
349,0,0.5297,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",cuci rasa bukan mending sembuh depan masalah nya lebih buat cocok beli jadi muka pakai toner jerawat produk,Penggunaan Produk,0
350,2,0.5612,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",segitu bangettt isi daily gede banyak mau tenang it worth harga buat kalau wajah enak jadi bikin kulit pakai pas banget toner kompres jerawat,Pembelian Produk,1
351,0,0.6516,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",garagara store fragrancenya apaapa masa strong arti ken ni sensasi iya minggu bareng btw kek entah tiktok bilang langsung muncul nenangin satu salah bakal viral sama sekarang masalah nama dulu terlalu terus coba apa mau pernah lebih tuh buat kalau cocok wajah nyoba merah beli jadi bikin kulit pakai toner kompres jerawat produk,Penggunaan Produk,0
352,1,0.6999,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kulkas lain belum rasa centellanya butuh waktu mungkin resap wangi botol dulu aplikasi segar asa tekstur dalam daun kalau kali pertama wajah cepat enak efek kulit toner,Kualitas Produk,0
353,0,0.6679,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",takut natural negatif reaksi jenis air tutup padahal ampuh packaging punya langsung besok muncul oke size sih wangi terlalu jg terus apa mau nya suka tekstur pokok wajah enak jadi deh pakai banget travel toner kompres jerawat produk ukur,Penggunaan Produk,1
354,0,0.5428,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",not signifikan bagaimana rasain macem campur bening this jadiin lucu super sih repurchase cair wangi rewel botol calming but cuma terus lama bagus recommend cari daun masker buat kalau cocok wajah jadi efek beneran pakai toner kompres klaim produk,Penggunaan Produk,0
355,0,0.5681,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",salicylic huhuhu make padahal this tahu skincare biar product sama bersih sih coba recommend bingung siapa asiatica cocok akhir banget,Penggunaan Produk,1
356,2,0.7404,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",bgtt toner,Pembelian Produk,1
357,0,0.6326,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",tingling pecah packagingnya sihh panas tiap berat tumpah rasa air highly hampir jatuh kaya satu salah sekali sama hydrating recommended super besar ngebantu ngecalming tipe kapas cair wangi rewel meski bagus banyak sensitif lebih buat kalau merah kering bikin efek kulit pakai banget cukup toner produk,Penggunaan Produk,0
358,0,0.4346,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",maksimal jangkau gin rangkai bahkan cair hasil calming melembabkan sensitif hidrasi prone acne tekstur harga cocok serap jadi cepet kering bikin kulit npure pakai banget kemas cukup toner ukur,Penggunaan Produk,1
359,1,0.4347,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",one calm tutup buy kecil lembab kapas bau botol suka lebih ml harga sering masker buat ku kalau wajah enak jadi beruntus kulit,Kualitas Produk,1
360,0,0.4179,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",nyesel apply gituu bangett fresh bakal sama recommended wangi suka seger pokok jadi kulit npure pakai toner produk,Penggunaan Produk,1
361,1,0.5958,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",dipakein kualitas mirip menit biasa lokal affordable sih kapas lebih an csm harga buat lumayan skin wajah merah pakai cukup kurang reda produk,Kualitas Produk,1
362,0,0.9541,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",dipakenya pribadi jdi tiap komedo ampuh kapas perih tinggal buat kadang hari kulit pakai hilang toner kurang jerawat,Penggunaan Produk,0
363,1,0.6171,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",sorry not work really redain kusam butuh iritasi hydrating lembab redness cuma gampang recommend nya tekstur cica buat ku after kandung jadi muka kulit npure banget memang,Kualitas Produk,0
364,0,0.5776,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",minus exfo salicylic gabisa sadar bareng sayang berapa cuman acid hydrating sisa repurchase mampu sensitif sering cocok lumayan baru kandung merah beli jadi kulit pakai banget toner jerawat reda produk,Penggunaan Produk,0
365,2,0.7047,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",sesuai kondisi oily lembut lembab segar tenang lebih asa sering adem buat lumayan wajah merah beli jadi efek kulit bantu toner jerawat,Pembelian Produk,1
366,0,0.7358,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",hmm not murce tiba kayak this si sedang lah pricey serum product tea sih yaa banyak nya lebih harga lumayan ilang bikin pakai bantu toner jerawat,Penggunaan Produk,0
367,1,0.9584,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",claim sesuai ganti hampir oily hydrating super botol gampang pernah suka acne cocok benar bruntusan jadi kulit pakai banget toner jerawat produk,Kualitas Produk,1
368,0,0.6657,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sebab makeup tetap tidur biar sama lembab apa pokok adem cocok nyata pertama wajah enak npure pakai banget toner jerawat,Penggunaan Produk,1
369,0,0.7397,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",samar turut kombinasi soothing dalem overall air butuh kaya bilang oily kok waktu time first super sih cobain bau cair ganggu calming hidrasi lebih tekstur it worth ml harga asli cica buat kalau enak tonernya merah muka kulit npure cukup jerawat,Penggunaan Produk,0
370,1,0.6038,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kaya habis tahun nyaman selalu sejak kantong lama bagus baik tekstur harga cica serap beli kulit npure pakai cukup toner jerawat,Kualitas Produk,0
371,2,0.9561,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",smpe mikir make mending skincare kok awal bulan dari cuma coba nya nyata merah bruntusan jadi ilang pakai banget produk,Pembelian Produk,0
372,0,0.9578,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",plastik bawa pecah berat bahan packaging affordable lengket aman resap coba nya alami harga buat cepat ringan jadi toner,Penggunaan Produk,0
373,0,0.6035,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",hahaha hati susah ampuh ngeringin kl cinta mulai muncul sekali nyaman wangi sejak jg terus kempes lama suka buat enak bruntusan deh hari pakai toner kompres jerawat,Penggunaan Produk,0
374,2,0.6157,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",bangettt baguss kamu ini bangett super cobain yaa dehh calming cocok banget toner produk,Pembelian Produk,0
375,0,0.7669,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ubah sensasi bilang lembab but cuma emang ngasih suka cocok muka kering bikin kulit pakai banget,Penggunaan Produk,0
376,1,0.6838,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kombinasi sengat kyk centellanya calm sampe yaa sekarang wangi lebih daun buat minyak cocok serap cepat ringan tonernya merah jadi kulit pakai banget toner kurang jerawat produk,Kualitas Produk,1
377,1,0.4967,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",bareng timbul isi gituu maksimal lucu kerja kok serum awal cuman besar ngilangin hasil lama coba daun wajah merah beli breakout pas kurang produk ukur,Kualitas Produk,1
378,0,0.9492,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",numbuh gatel anak sesuai mulai daily dari botol redness melembabkan cuma suka csm buat kalau pertama wajah jadi pakai pas banget toner jerawat,Penggunaan Produk,0
379,0,0.6983,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",yah dagu jidat timbul hormon hidung parah eh malah se beberapa makin pipi coba apa cocok pertama nyoba bruntusan jadi pakai pas jerawat produk,Penggunaan Produk,0
380,1,0.4114,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",essence packagingnya tidak calmingnya segitu wkwk isi overall si malam pagi biasa good affordable beberapa tahun cair pure layer banyak apa tinggal harga diskon sering daun ku kalau pertama baru tarik lihat efek pakai banget cukup toner produk,Kualitas Produk,1
381,1,0.5459,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",besar efektif size versi berani repurchase bgtt hasil bagus coba nya tekstur buat in enak beli akhir beruntus kulit banget travel cukup toner jerawat reda,Kualitas Produk,1
382,1,0.456,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",tuang sensasi segi fd kesan sebenernya rasa centellanya kelembaban bukan so to sembuh nyobain sama beri lembab oke try sih cair nyaman botol paling atas temen banyak pernah segar tenang lebih csm aroma tekstur it worth daun cica adem buat ku kalau wajah cepat enak merah beli akhir efek npure pakai banget bantu cukup toner jerawat,Kualitas Produk,1
383,1,0.5784,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",idk so besok muncul lah kecilkecil mungkin sama jujur cerah sih bau yaa selalu calming melembabkan suka csm seger buat kalau cocok lumayan wajah jadi bikin efek pakai cukup toner jerawat,Kualitas Produk,0
384,1,0.7687,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",relax packagingnya transparan saking hijau warna brand simple fresh sekali lokal jujur resap wangi botol calming nya suka asa watery tekstur loh dalam asli daun cica pertama cepat ringan enak jadi bikin sangat kulit banget friendly travel toner,Kualitas Produk,1
385,1,0.5703,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",gtu bareng hijau warna packaging lucu dipake tambah bersih cair melembabkan nya aroma tekstur daun cica kalau enak tonernya muka deh kulit pakai pas banget cukup toner produk,Kualitas Produk,1
386,0,0.8857,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",batu gacocok beda minggu tiap dia orang biasa sih bau makin hasil cuma banyak pertama benar bruntusan muka kulit pakai memang toner jerawat,Penggunaan Produk,0
387,1,0.4563,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",mateng nyesel mulus poko minggu tu bangettt tengah rasa make bekas hahaha maybe kecil walaupun bakal habis sih yaa sekarang bangetttt dulu pipi terus coba banyak nya csm tekstur ml harga kalau lumayan baru nyoba merah bruntusan beli deh cepet beneran pakai pas banget jerawat,Kualitas Produk,0
388,1,0.5422,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",dapat leaves real lembab radang oke kapas cair wangi calming area segar guna tekstur buat centella merah bikin kulit kemas kompres jerawat,Kualitas Produk,1
389,1,0.7358,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",barrier mulus jugaa jauh air kaya dipake mulai soal shooting sih cair calming nya baik lebih csm tekstur daun kalau skin enak benar centella bruntusan bikin beneran kulit npure banget kemas hilang toner,Kualitas Produk,0
390,2,0.752,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",baguss dia kaya jangkau kecil hasil ganggu dulu terus csman bagus coba temen nya lebih harga buat enak nyoba merah deh bikin banget toner jerawat,Pembelian Produk,1
391,0,0.9489,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",big barrier centela akuu love repurchase bgtt nya baik pokok buat cocok skin sangat kulit npure banget memang toner,Penggunaan Produk,1
