Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
300,0,0.9793,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['tekstur', 'cairr', 'nge', 'hydret', 'bau', 'harum', 'banget', 'lagiii', 'centella', 'nya', 'didalemm', 'awal', 'ngerasain', 'ap', 'si', 'lama', 'lama', 'pas', 'skip', 'rasa', 'banget', 'beda', 'nya', 'packaging', 'nya', 'upgrade', 'jadiny', 'gampang', 'tumpah', 'mana', 'murah', 'lagiiii', 'love', 'worht', 'it']",Penggunaan Produk,negative
301,0,0.6035,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'sanagt', 'bagusss', 'redah', 'merah', 'muka', 'pudar', 'bekas', 'jerawat', 'kempes', 'jerawat', 'jujurly', 'sangat', 'guna', 'banget', 'lovee', 'banget', 'sama', 'toner', 'npure', 'suka', 'jga', 'krna', 'travel', 'sizenya', 'bawa', 'kemanamana']",Penggunaan Produk,negative
302,0,0.5285,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sangat', 'suka', 'toner', 'npure', 'sangat', 'cocok', 'kulit', 'wajah', 'acne', 'prone', 'skin', 'sangat', 'ringan', 'buat', 'kulit', 'wajah', 'jadi', 'kering', 'guna', 'toner', 'npure', 'kulit', 'wajah', 'jadi', 'lebih', 'cerah', 'kusam']",Penggunaan Produk,negative
303,2,0.9696,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['pertama', 'liat', 'tiktok', 'sekarang', 'secibta', 'pokok', 'selalu', 'nyetok', 'aroma', 'teksturenya', 'sangat', 'suka', 'pas', 'dipake', 'sensasi', 'fresh', 'dingin', 'benar', 'benar', 'bikin', 'wajah', 'freshh', 'masalah', 'kulit', 'lainyya', 'atas']",Pembelian Produk,negative
304,0,0.9703,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['hampir', 'botol', 'pakai', 'produk', 'suka', 'ituuu', 'benar', 'benar', 'sesuai', 'claim', 'super', 'hydrating', 'cocok', 'banget', 'kulit', 'oily', 'acne', 'kulit', 'jadi', 'gampang', 'bruntusan', 'gampang', 'jerawat', 'pernah', 'ganti', 'toner', 'jadi']",Penggunaan Produk,positive
305,1,0.5842,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['lama', 'pakai', 'produk', 'toner', 'npure', 'bantu', 'hidrasi', 'bantu', 'tenang', 'kulit', 'rendah', 'merah', 'sedang', 'tumbuh', 'jerawat', 'aroma', 'tekstur', 'tonernya', 'buat', 'kulit', 'asa', 'segar', 'hari']",Kualitas Produk,positive
306,1,0.8855,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['jujur', 'awal', 'ragu', 'ragu', 'buat', 'cobain', 'produk', 'takut', 'over', 'claim', 'gitukan', 'si', 'acne', 'fighter', 'rasa', 'tantang', 'nyobain', 'produknyg', 'kata', 'best', 'sellernfor', 'acne', 'skin', 'prone', 'jujur', 'coba', 'lama', 'minggu', 'jerawat', 'aktif', 'jadi', 'lumayan', 'kempes', 'penting', 'buat', 'jerawat', 'anak', 'pinak', 'kulit', 'rewel', 'ngerti', 'reaksi', 'awal', 'kulit', 'cocok', 'sm', 'produk', 'alhamdulillah', 'jadi', 'salah', 'satu', 'solusi', 'calming', 'my', 'acne', 'prone', 'skin', 'kalau', 'merah', 'biasa', 'kompres', 'pakai', 'cotton', 'surprisingly', 'toner', 'benar', 'ampuh', 'buat', 'acne', 'love', 'it']",Kualitas Produk,negative
307,0,0.9724,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['tekstur', 'beri', 'toner', 'npure', 'cair', 'aroma', 'khas', 'keluar', 'harga', 'ribu', 'botol', 'besar', 'coba', 'dulu', 'guna', 'botol', 'kecil', 'kisar', 'harga', 'ribu', 'guna', 'prduk', 'bulan', 'lebih', 'hasil', 'muas', 'kurang', 'bruntusan']",Penggunaan Produk,positive
308,1,0.7518,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['toner', 'baik', 'cica', 'salicylic', 'cocok', 'semua', 'jenis', 'kulit', 'tenang', 'kulit', 'wajah', 'wangi', 'nya', 'enak', 'melembabkan', 'kulit', 'redah', 'jerawat', 'merah', 'cocok', 'pakai', 'hari', 'hari', 'pakai', 'pagi', 'malam', 'hari']",Kualitas Produk,positive
309,0,0.9652,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'produk', 'toner', 'lama', 'lebih', 'bulan', 'karena', 'terlalu', 'sering', 'pakai', 'skin', 'care', 'produk', 'bagus', 'cocok', 'muka', 'kombinasi', 'terkadang', 'gampang', 'minyak', 'gampang', 'kering']",Penggunaan Produk,positive
310,1,0.9736,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['this', 'toner', 'so', 'very', 'goodd', 'mngandung', 'centella', 'asiatica', 'sangat', 'bagus', 'kulit', 'jerawat', 'suka', 'merah', 'biasa', 'pakai', 'siang', 'malam', 'biasa', 'pakai', 'metode', 'cms', 'jadi', 'facemist', 'donggg', 'redness', 'jadi', 'lebih', 'calm']",Kualitas Produk,negative
311,0,0.6806,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pas', 'pertama', 'kali', 'beli', 'kirain', 'tekstur', 'rada', 'kental', 'nyata', 'cair', 'light', 'banget', 'kulit', 'asa', 'pakai', 'air', 'calm', 'bagus', 'sih', 'hydrating', 'selamat', 'bruntusanku', 'jerawat', 'mendem', 'besok', 'minggat', 'izin', 'paling', 'suka', 'pakai', 'csman', 'pakai', 'kapas', 'silcot', 'perfect', 'combo', 'emaaaangg', 'mau', 'ganti', 'toner', 'pokok']",Penggunaan Produk,positive
312,0,0.972,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'toner', 'muka', 'gradakan', 'banyak', 'bruntusan', 'whitehead', 'nya', 'pakai', 'produk', 'muka', 'jauh', 'lebih', 'bersih', 'lebih', 'mulus', 'sesal', 'baru', 'berani', 'coba', 'bulan', 'desember', 'kemarin', 'hasil', 'nyata', 'whitehead', 'pampang', 'nyata']",Penggunaan Produk,positive
313,1,0.7068,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['tekstur', 'cair', 'ringan', 'warna', 'kuning', 'aroma', 'lembut', 'ganggu', 'paling', 'lihat', 'rutin', 'pakai', 'toner', 'kulit', 'hidrasi', 'baik', 'kulit', 'jadi', 'kenyal', 'merah', 'reda', 'bantu', 'reda', 'jerawat', 'radang', 'kalau', 'pakai', 'cara', 'csm', 'toner', 'jadi', 'salah', 'satu', 'toner', 'favorit']",Kualitas Produk,negative
314,2,0.8882,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['sukaaa', 'banget', 'sama', 'hydrating', 'tonernya', 'npure', 'cica', 'selalu', 'csman', 'kalau', 'pakai', 'toner', 'bikin', 'lembab', 'sama', 'calmingin', 'wajah', 'dalam', 'daun', 'cicanya', 'pakai', 'botol', 'repurchase', 'tekstur', 'ringan', 'banget', 'kaya', 'air', 'bukan', 'tipe', 'toner', 'kental', 'bangettt', 'tetap', 'ngasih', 'hidrasi', 'kok']",Pembelian Produk,positive
315,0,0.6359,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bagus', 'ituuuuu', 'tahu', 'kali', 'dua', 'pakai', 'npure', 'toner', 'bagus', 'buat', 'reda', 'merah', 'bantu', 'kempes', 'jerawat', 'bikin', 'wajah', 'jadi', 'lembut', 'lembab', 'meski', 'kulit', 'minyak', 'wajah', 'justru', 'kasi', 'efek', 'lembab', 'sehat', 'sedikit', 'glowing', 'lebih', 'glowing', 'pas', 'bangun', 'tidur', 'kek', 'tiap', 'pagi', 'lihat', 'progres', 'kulit', 'wajah', 'makin', 'bersih', 'sehat', 'nyenengin', 'banget', 'sangat', 'rekomendasiin']",Penggunaan Produk,negative
316,0,0.9704,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pertama', 'kali', 'coba', 'pas', 'bruntusan', 'parah', 'bulan', 'wajah', 'jadi', 'mulus', 'ringan', 'bau', 'segar', 'sekarang', 'gantiganti', 'toner', 'tidak ada', 'senampol', 'buat', 'hempasin', 'jerawat', 'bikin', 'breakout', 'best', 'dehh']",Penggunaan Produk,negative
317,0,0.9686,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['beli', 'shopee', 'mall', 'beli', 'harga', 'k', 'awal', 'pakai', 'bikin', 'kulit', 'calm', 'lembap', 'buat', 'reda', 'merah', 'kurang', 'terlalu', 'efek', 'sih', 'sebenernya', 'produk', 'tuh', 'bagus', 'mungkin', 'kulit', 'kurang', 'cocok']",Penggunaan Produk,negative
318,0,0.6724,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['suka', 'csman', 'bakal', 'suka', 'produk', 'sih', 'anyway', 'beli', 'produk', 'lama', 'lupa', 'mau', 'pakai', 'akhir', 'rutinin', 'pakai', 'toner', 'tekstur', 'kaya', 'air', 'wangi', 'seger', 'calming', 'suka', 'toner', 'buat', 'csman', 'sih', 'asa', 'wajah', 'jadi', 'lebih', 'seger', 'botol', 'unik', 'daun', 'but', 'buat', 'kalian', 'kulit', 'super', 'dry', 'butuh', 'kelembaban', 'lebih', 'seperti', 'toner', 'kurang', 'just', 'kalau', 'ken', 'seger', 'you', 'must', 'try', 'produk', 'so', 'far', 'yes']",Penggunaan Produk,positive
319,1,0.9593,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['repurchase', 'kali', 'kali', 'harga', 'sangat', 'affordable', 'kualitas', 'mantep', 'sangat', 'ngecalming', 'muka', 'cocok', 'muka', 'sensi', 'bandell', 'sangat', 'mudah', 'resap', 'tekstur', 'cair', 'bau', 'annoying', 'cinta', 'banget', 'sama', 'toner', 'satu']",Kualitas Produk,positive
320,0,0.9858,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['baru', 'pakai', 'produk', 'beberapa', 'tahun', 'release', 'tinggal', 'banget', 'si', 'papa', 'toner', 'cair', 'pertama', 'tahun', 'tahun', 'pakai', 'essence', 'toner', 'biasa', 'ku', 'pakai', 'layer', 'kalau', 'malam', 'layer', 'kalau', 'pagi', 'efek', 'calmingnya', 'packagingnya', 'cukup', 'tarik', 'estetik', 'daun', 'hancur', 'wkwk', 'tidak apa apa', 'si', 'lihat', 'pure', 'harga', 'affordable', 'sering', 'banget', 'diskon', 'tktk', 'isi', 'banyak', 'banget', 'harga', 'segitu', 'overall', 'good']",Penggunaan Produk,positive
321,1,0.9757,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['tekstur', 'cair', 'mirip', 'air', 'ringan', 'banget', 'harum', 'fresh', 'segar', 'daun', 'cica', 'dalam', 'rutin', 'pakai', 'mau', 'muncul', 'jerawat', 'jadi', 'cocok', 'mau', 'sat', 'set', 'alias', 'cepat', 'serap', 'mahasiswa', 'hemat', 'npure', 'ekslusif', 'calming', 'and', 'comforting', 'my', 'skin']",Kualitas Produk,positive
322,0,0.9731,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'ram', 'juta', 'umat', 'isi', 'banyak', 'harga', 'affordable', 'pakai', 'muka', 'adem', 'perih', 'perih', 'salah', 'toner', 'andal', 'jauh', 'sih', 'kalau', 'abis', 'make', 'bikin', 'calming', 'terus', 'tarik', 'bikin', 'muka', 'jadi', 'kering']",Penggunaan Produk,negative
323,0,0.9799,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['diskon', 'lzd', 'buat', 'check', 'out', 'si', 'mungil', 'sebenernya', 'jg', 'lama', 'ken', 'coba', 'takut', 'cocok', 'ehh', 'nyata', 'cocok', 'gais', 'gabikin', 'kering', 'muka', 'wangi', 'ganggu', 'anyep', 'pas', 'dipake', 'hahaha', 'isi', 'ml', 'awet', 'lama', 'loh', 'pakai', 'cukup', 'tetes', 'buat', 'muka', 'basah']",Penggunaan Produk,negative
324,1,0.9123,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['cocok', 'kulit', 'kombinasi', 'cocok', 'buat', 'nenangin', 'kulit', 'merah', 'kurang', 'jerawat', 'gantung', 'walaupun', 'henti', 'pakai', 'pakai', 'dari', 'sampe', 'sekarang', 'cinta', 'toner']",Kualitas Produk,negative
325,0,0.6848,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'coba', 'beli', 'travel', 'size', 'dulu', 'eh', 'tau', 'cocok', 'berani', 'beli', 'deh', 'full', 'size', 'bikin', 'jerawat', 'cepet', 'kempes', 'wajah', 'jadi', 'calming', 'oya', 'saran', 'pakai', 'cara', 'csman', 'gtu', 'jadi', 'dipakein', 'kapas', 'terus', 'tempel', 'wajah', 'toner', 'cocok', 'kamu', 'cari', 'product', 'metode', 'csm', 'repurchase', 'yesssss', 'love', 'it']",Penggunaan Produk,negative
326,2,0.9634,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['gilaaa', 'bagus', 'bangettt', 'toner', 'bantu', 'pas', 'breakout', 'jerawat', 'malem', 'mau', 'tumbuh', 'tiba', 'tiba', 'kempes', 'pas', 'kompres', 'pakai', 'toner', 'beli', 'tetep', 'secintaa', 'sama', 'toner', 'npuree', 'harga', 'murah']",Pembelian Produk,positive
327,1,0.9764,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['rekomen', 'buat', 'kulit', 'nya', 'acne', 'terus', 'sensitif', 'bagus', 'sangat', 'pokok', 'solusi', 'kalau', 'jerawat', 'cepet', 'kempes', 'jerawat', 'nya', 'inti', 'bagus', 'sangat', 'toner', 'nya', 'rasa', 'pas', 'pakai', 'adem', 'bangat', 'kulit', 'tekstur', 'nya', 'cair', 'bikin', 'cepet', 'nyeresap', 'kulit']",Kualitas Produk,negative
328,0,0.8447,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pliss', 'produk', 'bagus', 'banget', 'kulit', 'jerawat', 'berminyakmembantu', 'bersih', 'wajah', 'sisa', 'sisa', 'kotoranmenyamarkan', 'bekas', 'jerawatmengurangi', 'beruntusanmeredakan', 'kemerahanmenghidrasi', 'kulitmencerahkan', 'wajah']",Penggunaan Produk,negative
329,2,0.9694,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'buat', 'kulit', 'rewel', 'sensitif', 'beruntus', 'banget', 'pakai', 'produk', 'bikin', 'calming', 'cepet', 'nyerep', 'centella', 'asiaticanya', 'harga', 'nya', 'murah', 'riah', 'didapetin', 'ecom', 'mana', 'ajaaa', 'ukur', 'travel', 'sizenya']",Pembelian Produk,positive
330,1,0.9712,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['wahhh', 'produk', 'sangat', 'bagus', 'sekali', 'bersih', 'kotor', 'kotor', 'debu', 'debu', 'pergi', 'jauh', 'poko', 'suka', 'sekali', 'produk', 'recommended', 'semua', 'baru', 'mau', 'coba', 'sangat', 'recommended', 'pokok', 'buru', 'cobaa']",Kualitas Produk,negative
331,2,0.9244,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'sayang', 'akuuuu', 'especially', 'kalau', 'kulit', 'rewel', 'banget', 'pas', 'pms', 'sensi', 'sensinya', 'calming', 'and', 'shootingnya', 'works', 'banget', 'guysss', 'toner', 'hybrid', 'sama', 'essence', 'jadi', 'gaperlu', 'beli', 'produk', 'essence', 'kalau', 'pakai', 'produk', 'yaa', 'guysss']",Pembelian Produk,positive
332,0,0.9599,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pertama', 'kali', 'liat', 'tiktok', 'coba', 'muka', 'brekout', 'parah', 'lalu', 'nyata', 'toner', 'sangat', 'ampuh', 'bantu', 'wajah', 'breakout', 'parahterimakasih', 'bantu', 'kurang', 'rasa', 'insecure', 'rasa', 'breakout']",Penggunaan Produk,negative
333,1,0.5057,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['siapa', 'gatau', 'sama', 'produk', 'viral', 'tonernya', 'bikin', 'calming', 'cocok', 'buat', 'kulit', 'sensitif', 'buat', 'mula', 'jangan', 'takut', 'pokok', 'coba', 'dluu', 'ajaa', 'hari', 'sekali', 'pakai', 'kalau', 'biasa', 'pakai', 'hari', 'yaa']",Kualitas Produk,negative
334,0,0.978,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'jni', 'pertama', 'kali', 'beli', 'brand', 'nya', 'langsung', 'awal', 'kepo', 'ps', 'lit', 'kandung', 'produk', 'kaget', 'nyata', 'kalau', 'bakal', 'play', 'eajah', 'tuh', 'sangatt', 'cocok', 'kalau', 'kulit', 'oilyy', 'banget', 'cocok', 'buat', 'kulit', 'kering', 'loh', 'rutin', 'yaa', 'make', 'produknyaap']",Penggunaan Produk,positive
335,0,0.9599,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bagus', 'banget', 'buat', 'calming', 'lucu', 'daun', 'dalam', 'dulu', 'awal', 'awal', 'beli', 'harga', 'ribu', 'sekarang', 'banyak', 'ecommerce', 'cuma', 'an', 'jadi', 'must', 'try', 'banget', 'benar', 'benar', 'worth', 'secalming', 'buat', 'kompres', 'jerawat', 'cocok', 'harap', 'cocok', 'kamu']",Penggunaan Produk,negative
336,2,0.4087,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['pakai', 'npure', 'toner', 'hampir', 'tengah', 'tahun', 'hasil', 'muas', 'suka', 'bangetttt', 'awal', 'suka', 'bruntusan', 'pakai', 'npure', 'toner', 'jadi', 'jarang', 'banget', 'bruntusan', 'recommended', 'banget', 'acneprone', 'skin', 'oily', 'skin']",Pembelian Produk,positive
337,0,0.977,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'bulan', 'bulan', 'sangat', 'cocok', 'banget', 'segala', 'jenis', 'kulit', 'calmingnya', 'adem', 'bersih', 'worth', 'banget', 'repurchase', 'terus', 'enak', 'pakai', 'bulan', 'bulan', 'sangat', 'cocok', 'banget', 'segala', 'jenis', 'kulit', 'calmingnya', 'adem', 'bersih', 'worth', 'banget', 'repurchase', 'terus', 'enak']",Penggunaan Produk,positive
338,0,0.9683,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bagus', 'banget', 'buat', 'kulit', 'jerawat', 'suka', 'pakai', 'buat', 'kompress', 'jerawat', 'mateng', 'besok', 'langsung', 'redaa', 'hehe', 'harga', 'affordable', 'satu', 'botol', 'toner', 'buat', 'bulan', 'worth', 'to', 'try', 'pokoknyaaaaaaa']",Penggunaan Produk,positive
339,0,0.4785,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['first', 'time', 'pakai', 'toner', 'npure', 'pas', 'apply', 'muka', 'enak', 'banget', 'cepat', 'resap', 'pas', 'bangun', 'tidur', 'muka', 'jadi', 'lebih', 'fresh', 'baru', 'pakai', 'lama', 'bulan', 'muka', 'jadi', 'lebih', 'lembut', 'jadi', 'lebih', 'lembab', 'pokok', 'nya', 'kalau', 'suruh', 're', 'purchase', 'mau', 'beli']",Penggunaan Produk,positive
340,0,0.6736,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pertama', 'kali', 'cobain', 'dannnn', 'its', 'work', 'on', 'me', 'beneran', 'bagus', 'ituuuu', 'se', 'canggih', 'gituu', 'pakai', 'malam', 'hari', 'for', 'night', 'menu', 'and', 'in', 'the', 'morning', 'my', 'skin', 'benerannn', 'plumpy', 'bangettttt', 'cerah', 'but', 'the', 'most', 'important', 'is', 'kenyalll', 'bgttt', 'beneran', 'kulit', 'jadi', 'enakkk', 'bgtttt', 'terima kasih', 'jxb']",Penggunaan Produk,positive
341,0,0.7041,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'enak', 'pertama', 'pakai', 'expect', 'apa', 'apa', 'nyata', 'cocok', 'sebab', 'jerawat', 'daaan', 'enak', 'adem', 'cocok', 'pakai', 'makeup', 'tidur', 'biar', 'wajah', 'tetap', 'lembab', 'awat', 'hehehe', 'sika', 'banget', 'pokok', 'sama', 'npure']",Penggunaan Produk,positive
342,1,0.9603,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['tonernya', 'sangat', 'bantu', 'masalah', 'jerawat', 'parahtekturnya', 'sangat', 'ringan', 'wajah', 'jadi', 'sangat', 'bantu', 'acne', 'fighter', 'kurang', 'merah', 'wajah', 'ku', 'banget', 'nyetok', 'produk']",Kualitas Produk,negative
343,1,0.862,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['pertama', 'kali', 'kenal', 'dunia', 'perskincarean', 'toner', 'paling', 'pertama', 'pakai', 'coba', 'hasil', 'bagus', 'banget', 'bruntusanku', 'hilang', 'kulit', 'jadi', 'halus', 'tekstur', 'cair', 'aman', 'banget', 'kulit', 'kombinasi', 'sensitif']",Kualitas Produk,positive
344,0,0.9725,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['comfort', 'toner', 'banget', 'kalau', 'punya', 'kulit', 'sensitive', 'cocok', 'banget', 'pakai', 'nimbulin', 'purging', 'amanaman', 'kulit', 'repurching', 'banget', 'emang', 'bagus', 'produk', 'murah', 'kalau', 'flashsale', 'best', 'deal', 'banget', 'dehh', 'buat', 'stock']",Penggunaan Produk,positive
345,2,0.7163,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['pakai', 'toner', 'npure', 'hampir', 'tahun', 'suka', 'banget', 'jadi', 'nyata', 'nyangka', 'pas', 'jerawat', 'radang', 'terus', 'kompres', 'pas', 'liat', 'kaca', 'kageeeeet', 'banget', 'jerawat', 'kemanaaa', 'hilaaang', 'dong', 'beneran', 'merah', 'kering']",Pembelian Produk,positive
346,0,0.9747,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['cepet', 'ngurangin', 'jerawat', 'toner', 'centelanya', 'seat', 'masknya', 'bikin', 'lembabin', 'muka', 'bikin', 'cerah', 'enak', 'dipake', 'banyak', 'brand', 'brand', 'nama', 'sama', 'classnya', 'tetep', 'lebih', 'bagus', 'sih', 'buat', 'atasin', 'jerawat', 'poko', 'keren', 'dah']",Penggunaan Produk,negative
347,1,0.7752,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['npure', 'toner', 'kandunganya', 'ragu', 'benar', 'benar', 'manfaat', 'buat', 'kamu', 'kulit', 'sensitif', 'mudah', 'jerawat', 'kombinasi', 'sangat', 'guna', 'reda', 'kulit', 'kamu', 'gampang', 'ngambek', 'sangat', 'worth', 'to', 'buy']",Kualitas Produk,negative
348,0,0.9671,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'bagus', 'banget', 'mudah', 'resap', 'cocok', 'kulit', 'jerawat', 'recomended', 'semua', 'jenis', 'kulit', 'gampang', 'dapat', 'produk', 'suka', 'banyak', 'promo', 'ecommerce', 'suka', 'banget', 'beli', 'sangat', 'bagus', 'ituuuuuu']",Penggunaan Produk,positive
349,0,0.7532,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['buat', 'kulit', 'lebih', 'calm', 'kalau', 'beruntus', 'suka', 'ku', 'buat', 'jadi', 'masker', 'kapas', 'buat', 'lembab', 'wajah', 'harga', 'sering', 'promooo', 'buy', 'one', 'get', 'one', 'kecil', 'ml', 'bau', 'lebih', 'enak', 'lebih', 'suka', 'tutup', 'nempel', 'botol', 'ml', 'jadi', 'jatoh']",Penggunaan Produk,positive
350,0,0.9692,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['guna', 'npure', 'daun', 'nya', 'dalam', 'botol', 'bagus', 'muka', 'jerawat', 'reda', 'jerawat', 'buat', 'wajah', 'lebih', 'adam', 'kenyal', 'guna', 'pagi', 'malam', 'hari', 'bagus', 'kulit', 'jerawat', 'kurang', 'jerawat']",Penggunaan Produk,negative
351,2,0.9723,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['sukaa', 'banget', 'produk', 'ini', 'ngehilangin', 'bekas', 'jerawat', 'membekass', 'ampuh', 'bangett', 'buat', 'ngatasin', 'jerawatt', 'mau', 'muncull', 'review', 'karnaaa', 'emng', 'bagus', 'ituuu', 'produk', 'nyaaa', 'ramah', 'banget', 'kantong', 'mahasiswa']",Pembelian Produk,positive
352,0,0.8963,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'iseng', 'beli', 'kecil', 'dulu', 'rame', 'mana', 'betul', 'kulit', 'sensi', 'banget', 'muncul', 'jerawat', 'banyak', 'eh', 'akhir', 'cocok', 'banget', 'repurchase', 'ukur', 'gede', 'tekstur', 'cair', 'banget', 'kaya', 'air', 'ajaib', 'kering', 'lembab', 'kulit', 'warna', 'ijo', 'dikit', 'bau', 'seger', 'daun', 'unik', 'banget', 'daun', 'centella', 'nya', 'asli', 'botol', 'khusus', 'ukur', 'besar', 'pas', 'dipake', 'kulit', 'jerawat', 'asa', 'cekit', 'redain', 'merah', 'malam', 'suka', 'bangett', 'toner', 'jadi', 'selamat', 'kulit', 'banyak', 'jerawat', 'kek', 'jadi', 'booster', 'biar', 'cepet', 'sembuh', 'kerennnn', 'very', 'recommended']",Penggunaan Produk,negative
353,0,0.9737,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['super', 'calming', 'toner', 'cocok', 'banget', 'yaaa', 'baguss', 'bangett', 'produknyaa', 'kamu', 'hatis', 'cobain', 'dehh', 'pokoknyaaa', 'yaa', 'cobaa', 'produk', 'ini', 'nagus', 'banget', 'bnaget', 'bangettt', 'bangettt', 'bangett', 'bangett', 'bangettt', 'bangett', 'bangettt', 'bangettt']",Penggunaan Produk,negative
354,2,0.982,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['abis', 'botol', 'pakai', 'toner', 'npure', 'hitung', 'telat', 'nemuin', 'toner', 'bagus', 'buat', 'hidrasi', 'kulit', 'jerawat', 'tonernya', 'cair', 'kalau', 'pakai', 'lebih', 'suka', 'dipakein', 'kapas', 'lalu', 'usap', 'wajah', 'ngasih', 'efek', 'bagaimana', 'turut', 'enak', 'pakai', 'lanjut', 'step', 'ikut', 'tuh', 'enak', 'kulit', 'paling', 'suka', 'bikin', 'muka', 'jerawat', 'kalau', 'bruntusan', 'cepet', 'ilangg']",Pembelian Produk,negative
355,0,0.9737,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sebenernya', 'guna', 'npure', 'viral', 'sekarang', 'toner', 'nya', 'ringan', 'muka', 'kompres', 'jerawat', 'jujur', 'sih', 'emg', 'the', 'best', 'coba', 'sering', 'kompres', 'kulit', 'kamu', 'biar', 'jerawat', 'bruntusan', 'hilang', 'habis', 'treatment', 'hari', 'pakai', 'mantuls']",Penggunaan Produk,negative
356,0,0.9744,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'enak', 'banget', 'pakai', 'kalau', 'muncul', 'beruntus', 'tinggal', 'kasih', 'kekapas', 'terus', 'kompres', 'bagi', 'beruntus', 'merah', 'besok', 'langsung', 'mending', 'banget', 'kering', 'kulit', 'jadi', 'habis', 'dipake', 'jqngan', 'lupa', 'pakai', 'moisturizer', 'suka', 'kalia']",Penggunaan Produk,negative
